,isbn,title,author,pub_year,publisher,categories,description
13262,0373825099,Tyler #9 Milky Way,Muriel Jensen,1992.0,Harlequin,,
13263,0373825072,Arrowpoint (Tyler),Suzanne Ellison,1992.0,Harlequin,,
13264,0373825064,"Tyler #6: Sunshine (Tyler, No 6)",Pat Warren,1992.0,Harlequin,,
13265,0373825056,"Tyler #5: Blazing Star (Tyler, No 5)",Suzanne Ellison,1992.0,Harlequin,,
13266,037322639X,"Another Woman'S Baby (Secret Passions) (Harlequin Intrigue, No. 639)",Joanna Wayne,2001.0,Harlequin,,
13267,0373226314,"In His Wife'S Name (Harlequin Intrigue, No. 631)",Joyce Sullivan,2001.0,Harlequin,,
13268,0373226543,"HOWLING IN THE DARKNESS (MORIAH'S LANDING) (Harlequin Intrigue, No. 654)",B.J. Daniels,2002.0,Harlequin,,
13269,0811816753,Grimm's Grimmest,Jacob Grimm,1997.0,Chronicle Books,,
13270,0553346148,Brief History of Time From the Big Bang,Stephen W. Hawking,1990.0,Bantam,,
13271,1560252758,The Gangs of New York: An Informal History of the Underworld,Herbert Asbury,2001.0,Thunder's Mouth Press,,
13272,0761122745,Non Campus Mentis: World History According to College Students,Anders Henriksson,2001.0,Workman Publishing,,
13273,0425149404,Brothers and Sisters,Bebe Moore Campbell,1995.0,Berkley Publishing Group,,
13274,0060933429,A Ship Made of Paper : A Novel,Scott Spencer,2004.0,Ecco,,
13275,0425192938,Pattern Recognition,William Gibson,2004.0,Berkley Publishing Group,,
13276,0805055800,A Crime in the Neighborhood,Suzanne Berne,1998.0,Owl Publishing Company,,
13277,0140150749,Portable Dorothy Parker (Viking Portable Library),Dorothy Parker,1991.0,Penguin Books,,
13278,0380709171,Henry and Ribsy 50th Anniversary Edition (Avon Camelot Books (Paperback)),Beverly Cleary,1990.0,HarperTrophy,,
13279,0440482569,Socks,Beverly Cleary,1987.0,Yearling Books,,
13280,0440925592,FIFTEEN,BEVERLY CLEARY,1980.0,Laurel Leaf,,
13281,1573222135,The Russian Debutante's Handbook,Gary Shteyngart,2002.0,Riverhead Books,,
13282,0802139892,Wish You Were Here,Stewart O'Nan,2003.0,Grove Press,,
13283,0671496786,HEARTBURN,Nora Ephron,1984.0,Pocket,,
13284,0380709589,Dear Mr. Henshaw (Cleary Reissue),Beverly Cleary,2000.0,HarperTrophy,,
13285,0676973922,The Fourth Hand,John Irving,2001.0,Knopf Canada,,
13286,0689806469,Shiloh Season,Phyllis Reynolds Naylor,1998.0,Aladdin,,
13287,0689711816,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1998.0,Aladdin Library,,
13288,0671645412,WOMEN LOVE TOO MCH,David Norwood,1987.0,Pocket,,
13289,0451150317,Firestarter (R),Stephen King,1981.0,Signet Book,,
13290,0399129650,And Ladies of the Club,Helen Hoover Santmyer,1984.0,Putnam Pub Group,,
13291,0385720483,A Recipe for Bees,Gail Anderson-Dargatz,2001.0,Anchor Books/Doubleday,,
13292,0811807843,"Drinking, Smoking, and Screwing: Great Writers on Good Times",Sara Nickles,1994.0,Chronicle Books,,
13293,0880299053,Phantom of the Opera,Gaston Leroux,,Dorset House Publishing Co Inc,,
13294,1566190274,War and Peace,Leo Tolstoy,1993.0,Barnes Noble Books,,
13295,0446527750,"The Bodyguard's Story: Diana, the Crash, and the Sole Survivor",Trevor Rees-Jones,2000.0,Warner Books,,
13296,037370660X,"Three For The Road (9 Months Later) (Harlequin Superromance, No 660)",Shannon Waverly,1995.0,Harlequin,,
13297,0373030525,"Home For Love (Harlequin Romance, No 3052)",Ellen James,1990.0,Harlequin,,
13298,0060915153,Why Do Clocks Run Clockwise?,David Feldman,1988.0,Perennial,,
13299,0786860987,Act of Betrayal,Edna Buchanan,1996.0,Hyperion Press,,
13300,0671786733,Even Steven,John Gilstrap,2001.0,Pocket,,
13301,0804112835,"A Sudden, Fearful Death (William Monk Novels (Paperback))",Anne Perry,1994.0,Ivy Books,,
13302,0684852217,Close Range: Wyoming Stories,Annie Proulx,1999.0,Scribner,,
13303,0812534417,Cat on a Blue Monday : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1994.0,Forge Books,,
13304,0486282406,My Antonia (Dover Thrift Editions),Willa Cather,1994.0,Dover Publications,,
13305,0312961677,The Center (Center),David Shobin,1997.0,St. Martin's Press,,
13306,0064470482,Banner in the Sky,James Ramsey Ullman,1988.0,HarperTrophy,,
13307,0061031011,Have a Nice Day!: A Tale of Blood and Sweatsocks,Mick Foley,2000.0,ReganBooks,,
13308,0373483112,Santa'S Little Helpers,Janet Dailey,1995.0,Silhouette,,
13309,0671729497,Web of Dreams (Casteel),V.C. Andrews,1990.0,Pocket,,
13310,0765301571,The Butlerian Jihad (Dune Series),Brian Herbert,2002.0,Tor Books,,
13311,0064472809,"Princess in Love (The Princess Diaries, Vol. 3)",Meg Cabot,2003.0,HarperTrophy,,
13312,185326024X,David Copperfield (Wordsworth Classics),Charles Dickens,1997.0,NTC/Contemporary Publishing Company,,
13313,0316713732,The Last Time They Met: A Novel,Anita Shreve,2003.0,"Little, Brown",,
13314,0380710846,Caesar's Women (Masters of Rome Series),Colleen McCullough,1997.0,Avon,,
13315,0842332308,"The Remnant: On the Brink of Armageddon (Left Behind, 10)",Tim F. Lahaye,2003.0,Tyndale House Publishers,,
13316,0061097934,A God in Ruins,Leon Uris,2000.0,Avon Books,,
13317,091721403X,The Lincoln Conspiracy,Dave Balsiger,1977.0,Schick Sun Classic Books,,
13318,0312982011,"Abandoned Prayers: The Shocking True Story of Obsession, Murder, and 'Little Boy Blue'",Gregg Olsen,2002.0,St. Martin's Press,,
13319,0312276885,The Sigma Protocol,Robert Ludlum,2001.0,St. Martin's Press,,
13320,0553106244,The Killing Game,Iris Johansen,1999.0,Bantam Dell Pub Group,,
13321,0380001373,Wildest Heart,Rosemary Rogers,1995.0,Avon Books,,
13322,0375500693,"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.)",Margaret Truman,2000.0,Random House Trade,,
13323,0553253360,The Class,Erich Segal,1986.0,Bantam Doubleday Dell,,
13324,0060196092,Moment of Truth,Lisa Scottoline,2000.0,HarperCollins Publishers,,
13325,038531437X,The Wedding,Danielle Steel,2000.0,Delacorte Press,,
13326,0373707886,"Cupid'S Revenge (Camerons Of Colorado) (Superromance , No 788)",James Dale,1998.0,Harlequin,,
13327,0812579046,Others,James Herbert,2000.0,Tor Books,,
13328,067187120X,SEE I TOLD YOU SO,"Rush H., III Limbaugh",1993.0,Zondervan,,
13329,0446300551,Thy Brother's Wife,Andrew M. Greeley,1983.0,Not Avail,,
13330,0380786680,The Shadow Box,John R. Maxim,1997.0,Avon,,
13331,0060392096,Vendetta: Lucky's Revenge,Jackie Collins,1997.0,Harpercollins,,
13332,0821752812,Keeping Counsel,R. A. Forster,1996.0,Zebra Books,,
13333,0553571729,The Red Scream,Mary Willis Walker,1995.0,Crimeline,,
13334,0060001801,When Night Falls,Cait London,2002.0,Avon,,
13335,0590406191,The Trumpet of the Swan,E. B. White,1988.0,Scholastic Paperbacks (Mm),,
13336,0553560506,Sarah's Sin,Tami Hoag,1992.0,Bantam,,
13337,0451128559,The Shoemaker :  The Anatomy of a Psychotic,Flora Rheta Schrieber,1984.0,Penguin Putnam~mass,,
13338,0373290128,"Jeb Hunter'S Bride (Historical , No 412)",Ana Seymour,1998.0,Harlequin,,
13339,0446362778,On the Trail of the Assassins,Jim Garrison,1991.0,Warner Books,,
13340,0553274554,BODILY HARM,MARGARET ATWOOD,1983.0,Bantam,,
13341,0446306061,Skull Beneath the Skin,P D James,1983.0,Warner Books> C/o Little Br,,
13342,0380763389,Only His,Elizabeth Lowell,1991.0,Avon,,
13343,0345333578,Palm Beach,Pat Booth,1992.0,Ballantine Books,,
13344,0399147322,McNally's Chance,Lawrence Sanders,2001.0,G. P. Putnam's Sons,,
13345,0553097172,My Lucky Stars: A Hollywood Memoir,Shirley MacLaine,1995.0,Bantam,,
13346,0449213714,The League of Night and Fog,David Morrell,1990.0,Fawcett Books,,
13347,0380751399,Taking the Fifth,J.A. Jance,1987.0,Avon,,
13348,0449223507,The Hyde Park Headsman,Anne Perry,1995.0,Fawcett Books,,
13349,0679420495,The Moor's Last Sigh,Salman Rushdie,1996.0,Pantheon Books,,
13350,0684811529,ZEKE AND NED,Larry McMurtry,1997.0,Simon &amp; Schuster,,
13351,0505525070,Shocking Behavior,Jennifer Archer,2002.0,Love Spell,,
13352,0064406849,The Ballad of Lucy Whipple,Karen Cushman,1998.0,HarperTrophy,,
13353,0399149775,Back Story:  A Spenser Novel,Robert Parker,2003.0,G. P. Putnam's Sons,,
13354,0771087543,The Echo,Minette Walters,1998.0,McClelland &amp; Stewart,,
13355,0380818329,The Wedding Wager,Cathy Maxwell,2001.0,Avon,,
13356,0151686564,"Old Possum's Book of Practical Cats, Illustrated Edition",T.S. Eliot,1982.0,Harcourt,,
13357,0312266324,A Place of Execution,Val McDermid,2000.0,St. Martin's Minotaur,,
13358,0066210232,A Theory of Relativity,Jacquelyn Mitchard,2001.0,HarperCollins Publishers,,
13359,0880385359,"The Crystal Shard (Forgotten Realms: The Icewind Dale Trilogy, Book 1)",R. A. Salvatore,1988.0,Wizards of the Coast,,
13360,0312876491,The Little Country,Charles de Lint,2001.0,Orb Books,,
13361,0452270642,A Dark-Adapted Eye,Barbara Vine,1993.0,Plume Books,,
13362,0553381350,The Right Stuff,Tom Wolfe,2001.0,Bantam,,
13363,0802151825,Tropic of Capricorn,Henry Miller,1987.0,Grove Press,,
13364,0312194722,Popcorn : A Novel,Ben Elton,1998.0,St. Martin's Griffin,,
13365,0316926086,The Loved One,Evelyn Waugh,1999.0,Back Bay Books,,
13366,0440132789,Evergreen,Belva Plain,1987.0,Dell,,
13367,0553575090,Deception on His Mind,ELIZABETH GEORGE,1998.0,Bantam,,
13368,0590444794,Flight Number 116 Is Down (Point),Caroline B. Cooney,1993.0,Scholastic,,
13369,0515135828,Acid Row,Minette Walters,2003.0,Jove Books,,
13370,044100007X,Damia's Children,Anne McCaffrey,1996.0,ACE Charter,,
13371,0671021346,"Blooded (Buffy the Vampire Slayer, Book 5)",Christopher Golden,1998.0,Simon Spotlight Entertainment,,
13372,0441002188,Life Form,Alan Dean Foster,1995.0,Ace Books,,
13373,0441094996,The Cat Who Walks Through Walls,Robert A. Heinlein,1996.0,Ace Books,,
13374,0140327592,Matilda,Roald Dahl,1990.0,Viking Penguin Inc,,
13375,1580620477,Small Miracles II,Yitta Halberstam,1998.0,Adams Media Corporation,,
13376,0140103805,Wlt: A Radio Romance,Garrison Keillor,1992.0,Penguin Books,,
13377,0140249990,The Basketball Diaries,Jim Carroll,1995.0,Penguin Books,,
13378,0590425021,"Jessi and the Superbrat (Baby-Sitters Club, 27)",Ann M. Martin,1989.0,Scholastic Paperbacks,,
13379,0349108854,Quite Ugly One Morning,Christ Brookmyre,,Abacus,,
13380,0440226686,Blood and Chocolate,ANNETTE CURTIS KLAUSE,1999.0,Laurel Leaf,,
13381,0060148934,Spring Moon: A Novel of China,Bette Lord,1981.0,Harpercollins,,
13382,0812522494,Into the Green,Charles de Lint,1995.0,Tor Books (Mm),,
13383,0812538986,Jack of Kinrowan,Charles De Lint,1995.0,Tor Books (Mm),,
13384,0965843920,Underground Education,Richard Zacks,1997.0,Bantam Doubleday Dell,,
13385,0671707957,The Lost Years (Star Trek),J.M. Dilliard,1990.0,Star Trek,,
13386,0345305655,Town Like Alice,Nevil Shute Norway,1963.0,Ballantine Books,,
13387,0812551397,"The Singing Sword (Camulod Chronicles, No 2)",Jack Whyte,1997.0,Tor Books,,
13388,0451184262,The Burglar Who Traded Ted Williams (Bernie Rhodenbarr Mysteries (Paperback)),Lawrence Block,1995.0,Onyx Books,,
13389,0836217357,Days Are Just Packed : A Calvin and Hobbes Collection (Calvin and Hobbes),Bill Watterson,1993.0,Andrews McMeel Publishing,,
13390,2277302228,The Nazis and the Metro,Didier Daeninckx,,Editions 84,,
13391,0679417648,Advanced French for Exceptional Cats,Henri De LA Barbe,1992.0,Random House Inc,,
13392,067940676X,French for Cats: All the French Your Cat Will Ever Need,Henri De LA Barbe,1991.0,Villard Books,,
13393,1857026691,Fermat's Last Theorem: The Story of a Riddle That Confounded the World's Greatest Minds for 358 Years,Simon Singh,1998.0,Fourth Estate,,
13394,0140112952,Riding the Iron Rooster By Train Through,Paul Theroux,,Penguin Putnam~trade,,
13395,184195425X,Life of Pi,Yann Martel,2004.0,Pub Group West,,
13396,0553213008,A Midsummer Nights Dream (Bantam Classic),William Shakespeare,1988.0,Bantam,,
13397,0553213059,Romeo and Juliet (Bantam Classic),William Shakespeare,1988.0,Bantam,,
13398,0440202493,Under Gemini,Rosamunde Pilcher,1989.0,Dell Publishing Company,,
13399,034536161X,Indiana Jones and the Last Crusade,Rob Mac Gregor,1989.0,Ballantine Books,,
13400,0440202477,Sleeping Tiger,ROSAMUNDE PILCHER,1989.0,Dell,,
13401,0440202485,Snow in April,Rosamunde Pilcher,1994.0,Dell Publishing Company,,
13402,0671795678,"Requiem (Star Trek The Next Generation, No 32)",Michael Jan Friedman,1994.0,Star Trek,,
13403,0671687085,"A Call to Darkness (Star Trek The Next Generation, Book 9)",Michael Jan Friedman,1989.0,Star Trek,,
13404,067179566X,"Nightshade (Star Trek The Next Generation, No 24)",Laurell K. Hamilton,1992.0,Star Trek,,
13405,0671679805,MASKS STAR TREK THE NEXT GENERATION #7 (Star Trek Next Generation (Numbered)),John Vornholt,1989.0,Star Trek,,
13406,067177056X,Unification (Star Trek The Next Generation),Jeri Taylor,1991.0,Star Trek,,
13407,0671529366,The Ferengi Rules of Acquisition (Star Trek: Deep Space Nine),Ira Steven Behr,1995.0,Star Trek,,
13408,0671702378,DOOMSDAY WORLD (STAR TREK NEXT GENERATION #12) (Star Trek Next Generation (Numbered)),David A. Carter,1990.0,Star Trek,,
13409,0385419287,The 776 Stupidest Things Ever Said,Ross Petras,1993.0,Main Street Books,,
13410,0878573410,Square Foot Gardening,Mel Bartholomew,1981.0,Rodale Books,,
13411,0679723137,Invisible Man,Ralph Ellison,1989.0,Random House~trade,,
13412,0448089041,Missing Chums (Hardy Boys Mystery Stories),Franklin W. Dixon,1962.0,Grosset &amp; Dunlap,,
13413,0448089033,"The Secret of the Old Mill (The Hardy Boys Mystery Stories, Book 3)",Franklin W. Dixon,1927.0,Grosset &amp; Dunlap,,
13414,0553212788,The Prince,Niccolo Machiavelli,1984.0,Bantam,,
13415,0380710404,The Secret of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999.0,HarperTrophy,,
13416,0671496174,Robert Frost's Poems,Robert Frost,1991.0,Pocket Books,,
13417,0679435328,The Angel of Darkness,Caleb Carr,1997.0,Random House Inc,,
13418,0765343436,Daughter of the Forest (The Sevenwaters Trilogy),Juliet Marillier,2002.0,Tor Books,,
13419,0451459067,Dhampir,Barb Hendee,2003.0,Roc,,
13420,0440214920,Drawing Blood,POPPY BRITE,1994.0,Dell,,
13421,0765342456,A College of Magics,Caroline Stevermer,2002.0,Starscape Books,,
13422,0151003076,The Curious Sofa: A Pornographic Work by Ogdred Weary,Edward Gorey,1997.0,Harcourt,,
13423,0553212710,Dracula (Bantam Classics),BRAM STOKER,1983.0,Bantam,,
13424,0061092622,The Mysterious West,Tony Hillerman,1995.0,HarperTorch,,
13425,0505523728,Dark Prince,Christine Feehan,1999.0,Love Spell,,
13426,0451459407,"Death Masks (The Dresden Files, Book 5)",Jim Butcher,2003.0,Roc,,
13427,0451458443,"Grave Peril (The Dresden Files, Book 3)",Jim Butcher,2001.0,Roc,,
13428,1565048016,"Toreador (The Clan Novel Series, no. 1)",Stewart Wieck,1999.0,White Wolf Games Studio,,
13429,096291620X,Getting in Touch With Your Inner Bitch,Elizabeth Hilts,1994.0,Sourcebooks,,
13430,0671041460,Redemption (Angel),Mel Odom,2000.0,Simon Spotlight Entertainment,,
13431,0770421113,Anne of Green Gables,Ian Montgomery,1983.0,Bantam Books,,
13432,207036822X,1984,George Orwell,,Gallimard French,,
13433,0938077007,Being Peace,Thich Nhat Hanh,1987.0,Parallax Press,,
13434,0553580000,The Tin Man,Dale Brown,1999.0,Bantam Books,,
13435,0425162486,Small Vices,Robert B. Parker,1998.0,Berkley Publishing Group,,
13436,0385473788,Anne Frank: The Diary of a Young Girl - The Definitive Edition,Anne Frank,1995.0,Doubleday Books,,
13437,0670030457,The Grave Maurice,Martha Grimes,2002.0,Viking Books,,
13438,0590432788,Beach Party,R. L. Stine,1995.0,Scholastic,,
13439,059043280X,The Snowman,R. L. Stine,1991.0,Scholastic,,
13440,0312989709,Liberty : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2004.0,St. Martin's Paperbacks,,
13441,3442723809,Das grobmaschige Netz.,Hakan Nesser,1999.0,btb,,
13442,0889740224,Daughters of Copper Woman,Anne Cameron,1988.0,Press Gang Publishers,,
13443,0440586550,Thurston House,Danielle Steel,1983.0,Bantam Dell Pub Group,,
13444,0380791412,"Annie's Baby: The Diary of Anonymous, a Pregnant Teenager",Anonymous,1998.0,Avon,,
13445,8472230082,Relato de un nÃ¡ufrago,Gabriel Garcia Marquez,1984.0,Tusquets,,
13446,0451406222,"A Stranger in the Family: A True Story of Murder, Madness, and Unconditional Love",Steven Naifeh,1996.0,Onyx Books,,
13447,0440223989,Sunset Limited (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1999.0,Island,,
13448,2253144452,La RÃ?Â©volution des fourmis,Bernard Werber,1998.0,LGF,,
13449,2070382753,Le Zebre,A. Jardin,2003.0,Folio,,
13450,2070360180,La Symphonie Pastorale (Folio Ser .: No 18),Andre Gide,1972.0,Distribooks Inc,,
13451,0345356748,The Lady,ANNE MCCAFFREY,1988.0,Ballantine Books,,
13452,0486266850,The Raven and Other Favorite Poems (Dover Thrift Editions),Edgar Allan Poe,1991.0,Dover Publications,,
13453,1853260029,Alice in Wonderland (Wordsworth Collection),Lewis Carroll,1998.0,NTC/Contemporary Publishing Company,,
13454,0440214416,Riding the Rap,Elmore Leonard,1996.0,Dell,,
13455,1853260800,Thirty-Nine Steps (Wordsworth Collection),John Buchan,1998.0,NTC/Contemporary Publishing Company,,
13456,0451165209,The Richest Man in Babylon,George S. Clason,1997.0,Signet Book,,
13457,014044114X,Confessions (Classics S.),St. Augustine,1961.0,Penguin Books,,
13458,0812524713,1812 (The American Story),David Nevin,1997.0,Forge Books,,
13459,0812521080,Tread Softly,Richard Laymon,1987.0,Tor Books,,
13460,0679736301,Spider (Vintage Contemporaries),Patrick McGrath,1991.0,Vintage Books USA,,
13461,0385491069,The Edible Woman,MARGARET ATWOOD,1998.0,Anchor,,
13462,0345421620,The Demon Awakens (DemonWars),R. A. Salvatore,1998.0,Del Rey Books,,
13463,0525945415,A Slow Burning,Stanley Pottinger,2000.0,Penguin USA,,
13464,0399141308,Idoru,William Gibson,1996.0,Putnam Publishing Group,,
13465,0679411607,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium,Carl Sagan,1997.0,Random House Inc,,
13466,0380755467,Minor in Possession,J.A. Jance,1990.0,Avon,,
13467,0786889152,Sunset Express: An Elvis Cole Novel,Robert Crais,1997.0,Hyperion Press,,
13468,0486295559,Persuasion (Dover Thrift Editions),Jane Austen,1997.0,Dover Publications,,
13469,0752843303,The Holiday,Erica James,2002.0,"Orion Publishing Group, Ltd.",,
13470,0345426606,The Handyman (Ballantine's Reader's Circle),Carolyn See,2000.0,Ballantine Books,,
13471,0440225329,The Debt Collector,Lynn Hightower,2001.0,Dell Publishing Company,,
13472,3446173471,Sofies Welt. Ein Roman Ã?Â¼ber die Geschichte der Philosophie. ( Ab 14 J.).,Jostein Gaarder,1993.0,Carl Hanser,,
13473,1853260126,Oliver Twist (Wordsworth Classics),Charles Dickens,1997.0,NTC/Contemporary Publishing Company,,
13474,8807813823,Garzanti - Gli Elefanti: La Famiglia Winshaw,J Coe,,Feltrinelli,,
13475,0802837980,The Druids,Peter Berresford Ellis,1995.0,Eerdmans Pub Co,,
13476,0812885066,The Only Astrology Book You'll Ever Need,Joanna Martine Woolfolk,1990.0,Natl Book Network,,
13477,0385605145,Bill Bryson African Diary,Bill Bryson,2002.0,Doubleday,,
13478,0330491024,The Spartan,Valerio Massimo Manfredi,2003.0,Pan Macmillan,,
13479,0151327653,Foucault's Pendulum,Umberto Eco,1989.0,Harcourt,,
13480,0671867296,Imzadi (Star Trek: The Next Generation),Peter David,1993.0,Star Trek,,
13481,0451199960,The Alternate,John S. Martel,2000.0,Signet Book,,
13482,3257231199,Judiths Liebe (Diogenes Taschenbuch),Meir Shalev,1999.0,Diogenes,,
13483,342313089X,Das verborgene Wort.,Ulla Hahn,2003.0,Dtv,,
13484,0743249372,Popped : A Regan Reilly Mystery,Carol Higgins Clark,2003.0,Scribner,,
13485,0440241049,Slightly Married (Get Connected Romances),Mary Balogh,2003.0,Dell Publishing Company,,
13486,1551664518,Girl In The Mirror,Mary Monroe,1998.0,Mira,,
13487,0380007959,The Science Fiction Hall of Fame: The Greatest Science Fiction Stories of All Time (Science Fiction Hall of Fame),Robert Silverberg,1971.0,Harper Mass Market Paperbacks (Mm),,
13488,044111816X,Cowboy Feng's Space Bar and Grille,Steven Brust,1990.0,Ace Books,,
13489,006019443X,"The Sinister Pig (Hillerman, Tony)",Tony Hillerman,2003.0,HarperCollins,,
13490,0515125490,Judas Child,Carol O'Connell,1999.0,Jove Books,,
13491,0778320480,Destiny Unleashed,Sherryl Woods,2004.0,Mira,,
13492,0375726055,Sputnik Sweetheart: A Novel,Haruki Murakami,2002.0,Vintage Books USA,,
13493,0802150616,A Personal Matter,Kenzaburo OÃ«,1982.0,Grove Press,,
13494,0525945636,Code to Zero,Ken Follett,2000.0,Dutton Books,,
13495,0060007192,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket,2002.0,HarperCollins,,
13496,006103200X,Over Tumbled Graves,Jess Walter,2002.0,ReganBooks,,
13497,0743204697,The Woman Next Door,Barbara Delinsky,2001.0,Simon &amp; Schuster,,
13498,0451410718,The Life of David Gale,Dewey Gram,2003.0,Onyx Books,,
13499,0375411151,Samaritan,RICHARD PRICE,2003.0,Knopf,,
13500,0804109990,Homicide: A Year on the Killing Streets,David Simon,1993.0,Ivy Books,,
13501,0380809362,The House of Gentle Men : A Novel,Kathy Hepinstall,2001.0,Perennial,,
13502,0156027135,The Distant Land of My Father,Bo Caldwell,2002.0,Harvest Books,,
13503,0553277375,Future Shock,Alvin Toffler,1984.0,Bantam Books,,
13504,0030624363,The Dark Crystal,A. C. H. Smith,1982.0,Smithmark Pub,,
13505,0373706197,"Cowboy'S Lover (Harlequin Superromance, No 619)",Ada Steward,1994.0,Harlequin,,
13506,0140031928,On the Road (Modern Classics S.),Jack Kerouac,1972.0,Penguin Books Ltd,,
13507,0375403736,Family Matters,Rohinton Mistry,2002.0,Alfred A. Knopf,,
13508,0451526716,Great Expectations (Signet Classics (Paperback)),Charles Dickens,1998.0,Signet Book,,
13509,0440224306,Ember from the Sun,Mark Canter,1997.0,Dell,,
13510,0451185110,Higher Authority,Stephen White,1996.0,Signet Book,,
13511,0451203615,The Madman's Diary,Thom Racina,2001.0,Signet Book,,
13512,0590568876,"Calling All Creeps! (Goosebumps, No 50)",R. L. Stine,1996.0,Scholastic,,
13513,0671868071,The KAISHO,Eric Lustbader,1994.0,Pocket Star,,
13514,0451150678,Stand,Stephen King,1980.0,Signet Book,,
13515,0671462997,PETALS ON WIND (Dollanger Saga (Paperback)),V. C. Andrews,1982.0,Pocket,,
13516,0451410548,River of Ruin (Philip Mercer (Paperback)),Jack B. Du Brul,2002.0,Onyx Books,,
13517,0843950900,The House on Orchid Street,T. M. Wright,2003.0,Leisure Books,,
13518,067176991X,Mystery Walk,Robert R. McCammon,1992.0,Pocket,,
13519,0836213319,Dilbert: A Book of Postcards,Scott Adams,1996.0,Andrews McMeel Pub,,
13520,0812515560,"People of the Lightning (The First North Americans series, Book 7)",Kathleen O'Neal Gear,1996.0,Tor Books,,
13521,068485614X,ESPERANZA'S BOX OF SAINTS: A Novel,Maria Amparo Escandon,1999.0,Touchstone,,
13522,3499108356,"KÃ?Â¼sschen, KÃ?Â¼sschen.",Roald Dahl,1994.0,Rowohlt Tb.,,
13523,0812524802,Moving Mars,Greg Bear,1994.0,Tor Books,,
13524,0140260404,The Road Ahead (CD ROM included),Bill Gates,1996.0,Penguin Books,,
13525,0505524503,After Twilight,Amanda Ashley,2001.0,Love Spell/Dorchester Pub. Co.,,
13526,0843944463,Mine to Take (Futuristic Romance),Dara Joy,1998.0,Leisure Books,,
13527,0385418868,The Power of Myth,Joseph Campbell,1991.0,Anchor,,
13528,006059537X,Couldn't Keep It to Myself: Testimonies from Our Imprisoned Sisters,Wally Lamb,2004.0,Regan Books,,
13529,0446400009,The Heretic's Apprentice: The Sixteenth Chronicle of Brother Cadfael,Ellis Peters,1991.0,Warner Books,,
13530,0373033362,"Some Like It Hotter (Harlequin Romance, No 3336)",Roz Denny,1994.0,Harlequin,,
13531,2070518426,Harry Potter a l'ecole des sorciers,J. K. Rowling,1999.0,Gallimard Jeunesse,,
13532,0394179692,A confederacy of dunces,John Kennedy Toole,1982.0,Grove Press,,
13533,0140320970,The Twenty-One Balloons,William Pene du Bois,1986.0,Puffin Books,,
13534,0590442562,Weekend (Point),Christopher Pike,1993.0,Scholastic,,
13535,0345369335,The Renegades of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1990.0,Del Rey Books,,
13536,0345388232,The Masterharper of Pern (Dragonriders of Pern (Hardcover)),Anne McCaffrey,1998.0,Ballantine Books,,
13537,0553110616,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,1999.0,Bantam Books,,
13538,0446530220,The Cabinet of Curiosities,Douglas Preston,2002.0,Warner Books,,
13539,0345296060,The Two Towers (Lord of the Rings (Paperback)),J. R. R. Tolkien,1981.0,Ballantine Books,,
13540,0446312215,Cover Her Face,P. D. James,1992.0,Warner Books (Mm),,
13541,044661100X,Hotel Transylvania,Chelsea Quinn Yarbro,2002.0,Warner Books,,
13542,0441009867,The Vampire Sextette,Marvin Kaye,2002.0,Ace Books,,
13543,0060809736,Death Be Not Proud: A Memoir,John Gunther,1989.0,Harpercollins,,
13544,0385425767,"Schoolgirls: Young Women, Self-Esteem, and the Confidence Gap",Peggy Orenstein,1995.0,Anchor,,
13545,067156756X,FOOD : FOOD,Susan Powter,1996.0,Pocket,,
13546,0875421229,Cunningham's Encyclopedia of Magical Herbs (Llewellyn's Sourcebook Series),Scott Cunningham,1984.0,Llewellyn Publications,,
13547,0345428692,"Dark Journey (Star Wars: The New Jedi Order, Book 10)",ELAINE CUNNINGHAM,2002.0,Del Rey,,
13548,0425093476,Clive Barker's Books of Blood (Clive Barker's Books of Blood),Clive Barker,1992.0,Berkley Publishing Group,,
13549,0843950315,Vampyrrhic,Simon Clark,2002.0,Leisure Books,,
13550,0843950471,"Darkness, Tell Us",Richard Laymon,2003.0,Leisure Books,,
13551,0451170822,Houses Without Doors (Signet),Peter Straub,2002.0,Signet Book,,
13552,0451406958,Evil Eye,Michael Slade,1997.0,Roc,,
13553,0440215757,Are You the One for Me?: Knowing Who's Right and Avoiding Who's Wrong,Barbara De Angelis,1993.0,Dell Publishing Company,,
13554,0671744666,Prime Directive (Star Trek),Judith Reeves-Stevens,1991.0,Star Trek,,
13555,0812966880,April Witch,Majgull Axelsson,2003.0,Random House Trade,,
13556,0007122039,"\Girls' Night Out\""/\""Boys' Night In\""""",Chris Manby,2001.0,HarperCollins Publishers,,
13557,0446611514,Skin Tight,Carl Hiaasen,2002.0,Warner Books,,
13558,0385495846,Demolition Angel,Robert Crais,2000.0,Doubleday Books,,
